116.343575	39.91283
116.462761	40.007492
116.478958	40.000286
116.490152	39.984415
116.3458	39.921249
116.376639	39.931579
116.349411	39.925647
116.407526	39.90403
116.451597	39.892632
116.425606	39.957468
116.338128	39.909013
116.407526	39.90403
116.497186	39.928231
116.435839	39.964974
116.349501	39.917464
116.414642	39.963935
116.49082	39.965103
116.349411	39.925647
116.407526	39.90403
116.407526	39.90403
116.55526	39.950639
116.333301	39.989824
116.34396	39.93538
116.42869	39.907158
116.415822	39.898212
116.454242	39.87627
116.446864	39.918588
116.442311	39.937783
116.476032	39.907496
116.469165	39.994079
116.494096	39.937965
116.355016	39.950406
116.413921	40.032097
116.424982	39.952251
116.368859	39.909068
116.459329	39.896482
116.291582	39.970637
116.472915	39.992547
116.475797	39.896825
116.305191	39.961556
116.410725	39.900423
116.3621	39.912993
116.592195	40.042051
116.425606	39.957468
116.454694	39.967414
116.424629	39.953444
116.484971	39.917821
116.33484	39.910584
116.485611	39.994347
116.365127	39.917456
116.355425	39.94048
116.492289	39.965599
116.407526	39.90403
116.448747	39.941212
116.407526	39.90403
116.407526	39.90403
116.407526	39.90403
116.427928	39.965335
116.352098	39.922166
116.442793	39.936914
116.382717	39.991782
116.407526	39.90403
116.426504	39.892794
116.517626	39.923259
116.407526	39.90403
116.438894	39.92711
116.406206	39.924363
116.452023	39.917871
116.433415	39.946382
116.472097	40.004085
116.212864	39.953664
116.425529	39.89576
116.407526	39.90403
116.402369	39.994121
116.430673	39.910808
116.407526	39.90403
116.364327	39.912305
116.49896	39.92452
116.52594	39.923161
116.366065	39.917019
116.452	39.916444
116.402369	39.994121
116.35732	39.910141
116.352715	39.901922
116.264171	39.92959
116.47839	39.905355
116.406622	39.952864
116.45465	39.951309
116.442311	39.937783
116.381966	39.932644
116.337822	39.907373
116.407526	39.90403
116.320182	39.971689
116.481942	39.997815
116.407526	39.90403
116.407526	39.90403
116.472998	39.996181
116.313038	40.0332
116.407526	39.90403
116.407526	39.90403
116.449946	39.968029
116.365513	39.916099
116.417445	39.966335
116.402369	39.994121
116.469165	39.994079
116.407526	39.90403
116.3795	39.9499
116.364934	39.922798
116.30067	39.963035
116.401501	40.002923
116.364263	39.95423
116.34593	39.907926
116.350001	39.943819
116.506392	39.930378
116.595634	40.045028
116.407526	39.90403
116.445889	39.903062
116.407526	39.90403
116.473752	39.99401
116.431894	39.924611
116.481201	39.990434
116.403221	39.933147
116.355425	39.94048
116.277316	40.033199
116.456541	39.919071
116.458433	39.986006
116.370584	39.914816
116.407526	39.90403
116.465629	39.892158
116.374363	39.911377
116.352495	39.907229
116.355822	39.951081
116.457669	39.955746
116.367671	39.940602
116.445044	39.93716
116.421945	39.921985
116.590002	39.927447
116.349297	39.913952
116.444741	39.934817
116.468861	40.00444
116.374363	39.911377
116.407526	39.90403
116.455639	39.956092
116.407526	39.90403
116.497786	39.915771
116.402369	39.994121
116.433545	39.992696
116.407526	39.90403
116.37321	39.962808
116.440932	39.970307
116.478807	39.98597
116.353123	39.953268
116.718802	39.964095
116.513709	39.9244
116.35732	39.910141
116.339286	39.914729
116.407526	39.90403
116.355425	39.94048
116.475082	40.000897
116.318308	39.992033
116.440052	39.939041
116.453193	39.895869
116.411003	39.968375
116.282034	39.914625
116.427165	39.94659
116.478958	40.000286
116.446822	39.940819
116.3795	39.9499
116.433593	39.923847
116.434218	39.961458
116.467086	40.014272
116.418149	39.896633
116.407526	39.90403
116.407526	39.90403
116.339821	39.8981
116.482293	39.986889
116.402369	39.994121
116.453193	39.895869
116.469807	39.896112
116.433336	40.03152
116.45972	39.957215
116.486849	39.993544
116.309563	40.033824
116.34241	39.925723
116.273743	39.950757
116.478643	39.911314
116.45838	39.953599
116.35732	39.910141
116.298699	39.9741
116.361224	39.909664
116.49082	39.965103
116.504804	39.932784
116.457669	39.955746
116.37321	39.962808
116.4468	39.96
116.439646	39.95485
116.465012	39.992249
116.345024	39.930784
116.417101	39.960603
116.452856	39.993754
116.42733	39.934069
116.438524	39.950897
116.444543	39.972031
116.428121	39.960872
116.49082	39.965103
116.35732	39.910141
116.407526	39.90403
116.457669	39.955746
116.35732	39.910141
116.353568	39.917817
116.474747	39.936721
116.356516	39.907241
116.348276	39.92675
116.407526	39.90403
116.337861	39.903185
116.419572	39.993502
116.42869	39.907158
116.407526	39.90403
116.467571	39.899015
116.516912	39.932048
116.454421	39.957302
116.407526	39.90403
116.407526	39.90403
116.407526	39.90403
116.407526	39.90403
116.357897	39.953635
116.461445	39.890445
116.464433	39.919772
116.322581	39.965558
116.416808	40.031763
116.411663	40.00096
116.407526	39.90403
116.439605	39.947967
116.411028	39.918566
116.478427	40.007424
116.439973	39.935803
116.46184	39.909253
116.433482	39.962497
116.412882	39.902555
116.296476	39.962369
116.407526	39.90403
116.407526	39.90403
116.462665	40.010477
116.420559	39.956053
116.297628	39.965076
116.465012	39.992249
116.457669	39.955746
116.42435	39.954744
116.516912	39.932048
116.451686	39.962082
116.407526	39.90403
116.359786	39.929218
116.454944	39.933449
116.361868	39.902754
116.469165	39.994079
116.466671	39.896935
116.357558	39.922475
116.407526	39.90403
116.498132	39.937591
116.469165	39.994079
116.404069	39.913801
116.435136	39.947483
116.333849	39.98412
116.407526	39.90403
116.433593	39.923847
116.406418	39.960551
116.434638	39.924593
116.367947	39.917295
116.448747	39.941212
116.380131	39.95458
116.469165	39.994079
116.321706	39.920585
116.407526	39.90403
116.460157	39.989257
116.464421	39.894954
116.407526	39.90403
116.380759	39.933744
116.342517	39.902266
116.505698	39.913304
116.407526	39.90403
116.3621	39.912993
116.297422	39.890339
116.407526	39.90403
116.418642	39.993995
116.435423	39.939743
116.410725	39.900423
116.427166	39.952192
116.406634	39.954131
116.559657	39.906776
116.432977	39.917603
116.481942	39.997815
116.457144	39.957278
116.447612	39.972864
116.354568	39.932424
116.454606	39.913501
116.407526	39.90403
116.426412	39.966897
116.315495	39.983456
116.373743	39.916092
116.236202	39.975751
116.419427	39.951004
116.461685	39.991184
116.467571	39.899015
116.29885	39.920403
116.340787	39.925815
116.354027	39.921859
116.313365	39.91272
116.427952	39.941946
116.372203	39.913046
116.329057	39.897143
116.425786	39.95269
116.467086	40.014272
116.464939	39.886158
116.503576	39.856229
116.469038	40.009355
116.42659	39.915639
116.423924	39.96124
116.355841	39.947873
116.273123	39.940888
116.354671	39.949776
116.295974	39.966507
116.340217	39.916822
116.413249	39.922351
116.407526	39.90403
116.383154	40.008256
116.469165	39.994079
116.407526	39.90403
116.365878	39.903914
116.402369	39.994121
116.457669	39.955746
116.457669	39.955746
116.465012	39.992249
116.407526	39.90403
116.34935	39.916332
116.469126	40.002056
116.476599	39.910873
116.339694	40.04271
116.453224	39.912663
116.407526	39.90403
116.37827	39.902565
116.523908	39.926916
116.419947	39.996948
116.45972	39.957215
116.369952	39.909919
116.354027	39.921859
116.456395	39.992841
116.589797	39.923485
116.407526	39.90403
116.407526	39.90403
116.375908	39.925545
116.457669	39.955746
116.349754	39.935169
116.423263	39.899254
116.407526	39.90403
116.354388	39.92306
116.435136	39.947483
116.469058	39.892098
116.4468	39.96
116.365933	39.920947
116.376963	39.902872
116.449231	39.87513
116.402369	39.994121
116.344914	39.915041
116.456455	39.996099
116.463325	40.009168
116.425168	39.999779
116.407526	39.90403
116.459016	39.996583
116.469165	39.994079
116.469165	39.994079
116.442534	39.983129
116.407526	39.90403
116.452856	39.993754
116.407526	39.90403
116.457669	39.955746
116.355842	39.927566
116.457788	39.965398
116.341667	39.913889
116.477548	39.99851
116.293085	39.940584
116.338095	39.929361
116.407526	39.90403
116.4932	39.9082
116.45838	39.953599
116.414378	39.921942
116.453224	39.912663
116.4932	39.9082
116.365514	39.915117
116.442534	39.983129
116.407526	39.90403
116.359316	39.935888
116.407526	39.90403
116.397756	39.96332
116.477437	39.998132
116.418389	39.893923
116.49082	39.965103
116.414412	39.90949
116.370507	40.009968
116.353459	39.931238
116.379358	39.912326
